algorithm,path_length,nodes_explored,compute_time,replan_count,predictive_replans,evade_count,found_treasure,wall_density,num_guards,repetition
BFS,33,556,0.0016446998342871666,2,2,2,True,0.15,2,11
BFS,41,1235,0.004677499877288938,5,5,0,True,0.15,2,12
BFS,34,819,0.001932400045916438,3,3,1,True,0.15,2,13
BFS,29,248,0.0005395999178290367,0,0,0,True,0.15,2,14
BFS,29,750,0.0029456999618560076,3,3,0,True,0.15,2,15
BFS,29,612,0.002292199991643429,2,2,0,True,0.15,2,16
BFS,43,3269,0.01327899913303554,14,14,0,True,0.15,2,17
BFS,37,702,0.0027793000917881727,2,2,7,True,0.15,2,18
BFS,39,2170,0.005388000514358282,7,7,2,True,0.15,2,19
BFS,31,579,0.0012827999889850616,2,2,0,True,0.15,2,20
BFS,29,255,0.0005681000184267759,0,0,0,True,0.15,2,21
BFS,29,777,0.002579599851742387,2,2,0,True,0.15,2,22
BFS,33,999,0.0038226002361625433,4,4,0,True,0.15,2,23
BFS,47,2387,0.006730599561706185,9,9,5,True,0.15,2,24
BFS,29,942,0.0020869001746177673,3,3,0,True,0.15,2,25
BFS,45,696,0.00180129986256361,2,2,0,True,0.15,2,26
BFS,47,2175,0.008638100000098348,8,8,0,True,0.15,2,27
BFS,35,1131,0.0026376002933830023,3,3,0,True,0.15,2,28
BFS,29,253,0.0006244000978767872,0,0,0,True,0.15,2,29
BFS,37,956,0.003279800061136484,4,4,0,True,0.15,4,0
BFS,80,6326,0.021151400869712234,25,25,2,True,0.15,4,1
BFS,33,826,0.0019227999728173018,2,2,0,True,0.15,4,2
BFS,61,3556,0.010195700451731682,15,15,12,True,0.15,4,3
BFS,37,1330,0.0031067002564668655,6,6,0,True,0.15,4,4
BFS,91,6581,0.01818730030208826,28,28,34,True,0.15,4,5
BFS,33,889,0.001998299965634942,3,3,0,True,0.15,4,6
BFS,34,1804,0.004111399874091148,7,7,1,True,0.15,4,7
BFS,73,4636,0.011768099619075656,20,20,10,True,0.15,4,8
BFS,29,249,0.0005304999649524689,0,0,0,True,0.15,4,9
BFS,47,2660,0.0067486995831131935,11,11,7,True,0.15,4,10
BFS,29,251,0.0006061000749468803,0,0,0,True,0.15,4,11
BFS,103,10577,0.026512700598686934,44,44,6,True,0.15,4,12
BFS,41,3290,0.007985500618815422,13,13,0,True,0.15,4,13
BFS,77,4424,0.013014799915254116,20,20,24,True,0.15,4,14
BFS,39,1546,0.00485929986461997,6,6,0,True,0.15,4,15
BFS,29,255,0.0005526000168174505,0,0,0,True,0.15,4,16
BFS,47,2445,0.005835199728608131,10,10,0,True,0.15,4,17
BFS,56,4089,0.011651299893856049,19,19,7,True,0.15,4,18
BFS,50,2861,0.011027500033378601,13,13,2,True,0.15,4,19
BFS,47,2880,0.008221199735999107,8,8,4,True,0.15,4,20
BFS,48,897,0.003590099746361375,3,3,1,True,0.15,4,21
BFS,43,1639,0.00410290015861392,7,7,9,True,0.15,4,22
BFS,31,1232,0.004677999764680862,4,4,0,True,0.15,4,23
BFS,30,755,0.0017291000112891197,2,2,1,True,0.15,4,24
BFS,178,9331,0.02131720003671944,40,40,53,True,0.15,4,25
BFS,29,840,0.0020409005228430033,3,3,0,True,0.15,4,26
BFS,63,4847,0.015709600411355495,21,21,4,True,0.15,4,27
BFS,43,1891,0.006771000800654292,7,7,5,True,0.15,4,28
BFS,54,1675,0.004733500303700566,12,12,5,True,0.15,4,29
BFS,229,19625,0.06877240142785013,88,88,59,True,0.15,6,0
BFS,55,1091,0.003907599486410618,5,5,0,True,0.15,6,1
BFS,31,517,0.002022600034251809,4,4,0,True,0.15,6,2
BFS,107,13637,0.048450399190187454,50,50,8,True,0.15,6,3
BFS,113,10108,0.0335510007571429,41,41,44,True,0.15,6,4
BFS,65,1791,0.006531700259074569,8,8,0,True,0.15,6,5
BFS,69,6219,0.021568601485341787,27,27,12,True,0.15,6,6
BFS,95,10179,0.045616198563948274,39,39,12,True,0.15,6,7
BFS,95,6436,0.022607498336583376,23,23,7,True,0.15,6,8
BFS,102,7383,0.016844199737533927,29,29,11,True,0.15,6,9
BFS,122,10422,0.026599899400025606,40,40,49,True,0.15,6,10
BFS,67,6441,0.02282480034045875,27,27,7,True,0.15,6,11
BFS,43,1530,0.005284199956804514,6,6,0,True,0.15,6,12
BFS,33,1197,0.004840199835598469,5,5,0,True,0.15,6,13
BFS,118,11576,0.03506230050697923,36,36,34,True,0.15,6,14
BFS,47,1673,0.0036451006308197975,9,9,7,True,0.15,6,15
BFS,49,2279,0.005377600435167551,9,9,0,True,0.15,6,16
BFS,68,8800,0.026174399303272367,30,30,6,True,0.15,6,17
BFS,104,11748,0.04243610007688403,40,40,19,True,0.15,6,18
BFS,80,9504,0.026493500219658017,33,33,1,True,0.15,6,19
BFS,87,6515,0.014988600509241223,27,27,26,True,0.15,6,20
BFS,96,6987,0.021501099690794945,33,33,23,True,0.15,6,21
BFS,39,1572,0.0057032001204788685,6,6,2,True,0.15,6,22
BFS,56,5037,0.020509499590843916,22,22,9,True,0.15,6,23
BFS,227,25333,0.07212530169636011,110,110,51,True,0.15,6,24
BFS,39,1455,0.004105300875380635,8,8,0,True,0.15,6,25
BFS,211,23004,0.060314200818538666,73,73,44,True,0.15,6,26
BFS,230,15754,0.03690439974889159,76,76,61,True,0.15,6,27
BFS,59,6343,0.013681999873369932,19,19,5,True,0.15,6,28
BFS,33,1765,0.004076200304552913,8,8,1,True,0.15,6,29
BFS,29,201,0.0006061999592930079,0,0,0,True,0.25,0,0
BFS,29,217,0.0006530999671667814,0,0,0,True,0.25,0,1
BFS,29,210,0.000403599813580513,0,0,0,True,0.25,0,2
BFS,29,243,0.0004755000118166208,0,0,0,True,0.25,0,3
BFS,29,217,0.0004197000525891781,0,0,0,True,0.25,0,4
BFS,31,212,0.0004061001818627119,0,0,0,True,0.25,0,5
BFS,29,229,0.0004411002155393362,0,0,0,True,0.25,0,6
BFS,29,214,0.0004158997908234596,0,0,0,True,0.25,0,7
BFS,31,159,0.00030889990739524364,0,0,0,True,0.25,0,8
BFS,29,148,0.00028719985857605934,0,0,0,True,0.25,0,9
BFS,29,222,0.00043049990199506283,0,0,0,True,0.25,0,10
BFS,31,186,0.0004195000510662794,0,0,0,True,0.25,0,11
BFS,29,221,0.0004273999948054552,0,0,0,True,0.25,0,12
BFS,29,216,0.00044260011054575443,0,0,0,True,0.25,0,13
BFS,29,209,0.0004048000555485487,0,0,0,True,0.25,0,14
BFS,29,187,0.000363500090315938,0,0,0,True,0.25,0,15
BFS,29,217,0.0004217000678181648,0,0,0,True,0.25,0,16
BFS,29,232,0.0004476001486182213,0,0,0,True,0.25,0,17
BFS,29,219,0.00043480005115270615,0,0,0,True,0.25,0,18
BFS,31,226,0.0004525999538600445,0,0,0,True,0.25,0,19
BFS,29,222,0.00043809995986521244,0,0,0,True,0.25,0,20
BFS,29,230,0.00044329999946057796,0,0,0,True,0.25,0,21
BFS,29,214,0.00041450001299381256,0,0,0,True,0.25,0,22
BFS,29,223,0.0004330999217927456,0,0,0,True,0.25,0,23
BFS,29,223,0.0004466001410037279,0,0,0,True,0.25,0,24
BFS,29,196,0.00037700007669627666,0,0,0,True,0.25,0,25
BFS,29,192,0.0003729001618921757,0,0,0,True,0.25,0,26
BFS,29,208,0.00039989990182220936,0,0,0,True,0.25,0,27
BFS,29,225,0.0005584000609815121,0,0,0,True,0.25,0,28
BFS,29,222,0.0004259999841451645,0,0,0,True,0.25,0,29
BFS,31,321,0.0006829998455941677,1,1,0,True,0.25,2,0
BFS,57,2128,0.004452599911019206,10,10,3,True,0.25,2,1
BFS,61,409,0.00086939986795187,1,1,0,True,0.25,2,2
BFS,31,810,0.0016996001359075308,2,2,0,True,0.25,2,3
BFS,37,988,0.0021152000408619642,4,4,0,True,0.25,2,4
BFS,29,190,0.00039570010267198086,0,0,0,True,0.25,2,5
BFS,85,8048,0.01717650005593896,41,41,6,True,0.25,2,6
BFS,129,5472,0.015102699864655733,21,21,17,True,0.25,2,7
BFS,31,209,0.0006860001012682915,0,0,0,True,0.25,2,8
BFS,74,2038,0.005989000201225281,9,9,9,True,0.25,2,9
BFS,35,1297,0.0027340000960975885,7,7,1,True,0.25,2,10
BFS,62,4109,0.008715300355106592,17,17,5,True,0.25,2,11
BFS,29,206,0.00043109990656375885,0,0,0,True,0.25,2,12
BFS,73,4673,0.009952999418601394,18,18,5,True,0.25,2,13
BFS,49,4320,0.009654800174757838,17,17,1,True,0.25,2,14
BFS,35,1263,0.0026678999420255423,5,5,5,True,0.25,2,15
BFS,29,331,0.001041400246322155,1,1,0,True,0.25,2,16
BFS,31,469,0.0009830000344663858,1,1,0,True,0.25,2,17
BFS,39,1603,0.0034058995079249144,8,8,1,True,0.25,2,18
BFS,35,642,0.001453000120818615,2,2,0,True,0.25,2,19
BFS,29,540,0.0011392999440431595,2,2,0,True,0.25,2,20
BFS,43,520,0.001108500175178051,2,2,0,True,0.25,2,21
BFS,29,227,0.0004755000118166208,0,0,0,True,0.25,2,22
BFS,35,918,0.001954900100827217,4,4,2,True,0.25,2,23
BFS,29,169,0.0003562001511454582,0,0,0,True,0.25,2,24
BFS,29,920,0.0019394997507333755,4,4,0,True,0.25,2,25
BFS,29,230,0.0004800001624971628,0,0,0,True,0.25,2,26
BFS,33,389,0.0008112001232802868,1,1,0,True,0.25,2,27
BFS,29,210,0.00043390016071498394,0,0,0,True,0.25,2,28
BFS,100,4812,0.013532499084249139,18,18,10,True,0.25,2,29
BFS,47,2365,0.005075100809335709,10,10,6,True,0.25,4,0
BFS,95,6074,0.01743369991891086,29,29,19,True,0.25,4,1
BFS,45,2306,0.007003699894994497,15,15,2,True,0.25,4,2
BFS,89,4020,0.011494700098410249,18,18,8,True,0.25,4,3
BFS,76,7112,0.01854089996777475,28,28,6,True,0.25,4,4
BFS,139,13086,0.02857670048251748,47,47,27,True,0.25,4,5
BFS,55,3702,0.007963999873027205,16,16,7,True,0.25,4,6
BFS,31,503,0.0010546999983489513,2,2,0,True,0.25,4,7
BFS,51,3876,0.0082888996694237,14,14,9,True,0.25,4,8
BFS,31,490,0.0010222001001238823,2,2,0,True,0.25,4,9
BFS,43,1070,0.004017299739643931,4,4,0,True,0.25,4,10
BFS,44,2549,0.0055972004774957895,9,9,4,True,0.25,4,11
BFS,65,7097,0.01598869962617755,30,30,4,True,0.25,4,12
BFS,29,285,0.0006069999653846025,1,1,0,True,0.25,4,13
BFS,39,652,0.0013905998785048723,3,3,0,True,0.25,4,14
BFS,31,412,0.0008771000429987907,1,1,0,True,0.25,4,15
BFS,41,1816,0.003988700686022639,9,9,4,True,0.25,4,16
BFS,151,11475,0.02415780001319945,45,45,35,True,0.25,4,17
BFS,39,1599,0.0035420996136963367,6,6,0,True,0.25,4,18
BFS,84,6818,0.014724300242960453,31,31,5,True,0.25,4,19
BFS,45,2671,0.005788399372249842,12,12,0,True,0.25,4,20
BFS,43,2662,0.0057868994772434235,11,11,0,True,0.25,4,21
BFS,37,793,0.0017832994926720858,3,3,0,True,0.25,4,22
BFS,93,11519,0.036064098589122295,33,33,5,True,0.25,4,23
BFS,239,41084,0.1033392995595932,103,103,6,True,0.25,4,24
BFS,49,1847,0.004797900328412652,8,8,9,True,0.25,4,25
BFS,39,699,0.001926099881529808,2,2,0,True,0.25,4,26
BFS,75,5181,0.012077199062332511,21,21,1,True,0.25,4,27
BFS,52,5562,0.012740399222820997,23,23,4,True,0.25,4,28
BFS,41,2312,0.006692199967801571,9,9,2,True,0.25,4,29
BFS,147,14002,0.0366107989102602,63,63,40,True,0.25,6,0
BFS,49,2750,0.006105900276452303,15,15,0,True,0.25,6,1
BFS,96,8110,0.024146800627931952,38,38,12,True,0.25,6,2
BFS,109,13179,0.03641499998047948,45,45,13,True,0.25,6,3
BFS,29,208,0.00043550017289817333,0,0,0,True,0.25,6,4
BFS,33,700,0.001487999688833952,3,3,0,True,0.25,6,5
BFS,58,1838,0.0062654996290802956,8,8,7,True,0.25,6,6
BFS,139,8260,0.021380300167948008,32,32,69,True,0.25,6,7
BFS,39,1062,0.003584199817851186,4,4,0,True,0.25,6,8
BFS,55,1531,0.0037735002115368843,6,6,1,True,0.25,6,9
BFS,179,13473,0.03788519976660609,72,72,44,True,0.25,6,10
BFS,81,2771,0.0066627999767661095,12,12,12,True,0.25,6,11
BFS,165,23174,0.05475110071711242,78,78,20,True,0.25,6,12
BFS,134,20008,0.06103400094434619,71,71,15,True,0.25,6,13
BFS,70,3566,0.00792960007674992,14,14,26,True,0.25,6,14
BFS,95,12279,0.03780910023488104,45,45,16,True,0.25,6,15
BFS,168,16252,0.04417909821495414,69,69,35,True,0.25,6,16
BFS,55,3449,0.007315500406548381,15,15,12,True,0.25,6,17
BFS,114,9771,0.025679501006379724,42,42,21,True,0.25,6,18
BFS,91,6819,0.01510289846919477,36,36,11,True,0.25,6,19
BFS,47,1181,0.0024663000367581844,5,5,0,True,0.25,6,20
BFS,83,6677,0.014059299603104591,21,21,3,True,0.25,6,21
BFS,49,1025,0.003482100088149309,7,7,14,True,0.25,6,22
BFS,124,13673,0.030803600326180458,51,51,10,True,0.25,6,23
BFS,44,3401,0.009173200000077486,14,14,4,True,0.25,6,24
BFS,163,10003,0.024630100233480334,48,48,42,True,0.25,6,25
BFS,61,7155,0.015958000672981143,25,25,9,True,0.25,6,26
BFS,175,14029,0.03903739829547703,63,63,50,True,0.25,6,27
BFS,105,6752,0.0145008007530123,28,28,53,True,0.25,6,28
BFS,97,8397,0.017747699515894055,29,29,21,True,0.25,6,29
BFS,29,108,0.0002164000179618597,0,0,0,True,0.35,0,0
BFS,29,169,0.0003261000383645296,0,0,0,True,0.35,0,1
BFS,35,168,0.0003190001007169485,0,0,0,True,0.35,0,2
BFS,33,166,0.00031409994699060917,0,0,0,True,0.35,0,3
BFS,31,190,0.0003657001070678234,0,0,0,True,0.35,0,4
BFS,29,137,0.00026210001669824123,0,0,0,True,0.35,0,5
BFS,29,157,0.0006022998131811619,0,0,0,True,0.35,0,6
BFS,29,206,0.0003891999367624521,0,0,0,True,0.35,0,7
BFS,29,172,0.00035559991374611855,0,0,0,True,0.35,0,8
BFS,29,195,0.000377400079742074,0,0,0,True,0.35,0,9
BFS,29,162,0.00031489995308220387,0,0,0,True,0.35,0,10
BFS,29,197,0.0003744000568985939,0,0,0,True,0.35,0,11
BFS,29,189,0.0003637999761849642,0,0,0,True,0.35,0,12
BFS,31,166,0.0003190001007169485,0,0,0,True,0.35,0,13
BFS,33,152,0.00029760017059743404,0,0,0,True,0.35,0,14
BFS,29,183,0.0006560999900102615,0,0,0,True,0.35,0,15
BFS,31,202,0.00072310003452003,0,0,0,True,0.35,0,16
BFS,29,177,0.0006273998878896236,0,0,0,True,0.35,0,17
BFS,31,188,0.0006616997998207808,0,0,0,True,0.35,0,18
BFS,29,143,0.00048559997230768204,0,0,0,True,0.35,0,19
BFS,29,191,0.0003665999975055456,0,0,0,True,0.35,0,20
BFS,29,171,0.00032759993337094784,0,0,0,True,0.35,0,21
BFS,31,181,0.000341199804097414,0,0,0,True,0.35,0,22
BFS,33,182,0.0003796000964939594,0,0,0,True,0.35,0,23
BFS,31,168,0.0003182000946253538,0,0,0,True,0.35,0,24
BFS,29,171,0.0003245000261813402,0,0,0,True,0.35,0,25
BFS,29,165,0.00031530018895864487,0,0,0,True,0.35,0,26
BFS,29,187,0.00036159995943307877,0,0,0,True,0.35,0,27
BFS,31,144,0.0003104000352323055,0,0,0,True,0.35,0,28
BFS,29,132,0.00026670005172491074,0,0,0,True,0.35,0,29
BFS,35,435,0.0009050001390278339,2,2,0,True,0.35,2,0
BFS,59,1346,0.0029197996482253075,8,8,10,True,0.35,2,1
BFS,29,200,0.0006599000189453363,0,0,0,True,0.35,2,2
BFS,45,629,0.0013435997534543276,3,3,0,True,0.35,2,3
BFS,31,175,0.00035900017246603966,0,0,0,True,0.35,2,4
BFS,29,158,0.00032270001247525215,0,0,0,True,0.35,2,5
BFS,51,647,0.0013284001033753157,3,3,0,True,0.35,2,6
BFS,53,3029,0.00629379996098578,14,14,0,True,0.35,2,7
BFS,51,921,0.0023894000332802534,4,4,0,True,0.35,2,8
BFS,45,1388,0.004162599798291922,6,6,1,True,0.35,2,9
BFS,31,279,0.0007807000074535608,1,1,0,True,0.35,2,10
BFS,59,2534,0.0083580007776618,11,11,0,True,0.35,2,11
BFS,41,1540,0.003234999720007181,8,8,2,True,0.35,2,12
BFS,61,3038,0.006233799271285534,16,16,0,True,0.35,2,13
BFS,31,118,0.0002470000181347132,0,0,0,True,0.35,2,14
BFS,35,1699,0.005519000347703695,7,7,0,True,0.35,2,15
BFS,31,299,0.0006368998438119888,1,1,0,True,0.35,2,16
BFS,35,284,0.0006003000307828188,1,1,0,True,0.35,2,17
BFS,33,466,0.0009735003113746643,2,2,1,True,0.35,2,18
BFS,39,1314,0.0027174006681889296,9,9,1,True,0.35,2,19
BFS,45,3099,0.006470899097621441,13,13,1,True,0.35,2,20
BFS,29,163,0.0003353999927639961,0,0,0,True,0.35,2,21
BFS,124,6034,0.017707198159769177,28,28,29,True,0.35,2,22
BFS,29,147,0.00031729997135698795,0,0,0,True,0.35,2,23
BFS,33,340,0.0006961999461054802,1,1,0,True,0.35,2,24
BFS,45,757,0.0025479993782937527,5,5,0,True,0.35,2,25
BFS,45,385,0.0014639000874012709,1,1,0,True,0.35,2,26
BFS,34,847,0.0025440999306738377,4,4,1,True,0.35,2,27
BFS,39,2599,0.005441999761387706,8,8,1,True,0.35,2,28
BFS,53,2307,0.004833400482311845,10,10,7,True,0.35,2,29
BFS,85,3523,0.007679099217057228,37,37,5,True,0.35,4,0
BFS,45,1749,0.0038445000536739826,9,9,10,True,0.35,4,1
BFS,159,10588,0.030261900508776307,60,60,14,True,0.35,4,2
BFS,98,2825,0.007622500648722053,27,27,14,True,0.35,4,3
BFS,44,1070,0.0038087000139057636,6,6,13,True,0.35,4,4
BFS,55,1320,0.002785499906167388,8,8,8,True,0.35,4,5
BFS,39,1009,0.002118700183928013,4,4,1,True,0.35,4,6
BFS,133,11024,0.0253240002784878,52,52,29,True,0.35,4,7
BFS,107,8566,0.019586901180446148,47,47,5,True,0.35,4,8
BFS,129,13985,0.03322070138528943,45,45,14,True,0.35,4,9
BFS,410,15022,0.03901610104367137,83,83,169,True,0.35,4,10
BFS,319,28288,0.0733647991437465,71,71,37,True,0.35,4,11
BFS,325,35090,0.08863240014761686,128,128,50,True,0.35,4,12
BFS,148,9253,0.020143799018114805,44,44,38,True,0.35,4,13
BFS,41,775,0.002507600001990795,8,8,1,True,0.35,4,14
BFS,31,125,0.00025960011407732964,0,0,0,True,0.35,4,15
BFS,115,11952,0.025548501405864954,59,59,9,True,0.35,4,16
BFS,449,11439,0.027651300886645913,51,51,267,False,0.35,4,17
BFS,325,24542,0.06579370005056262,105,105,72,True,0.35,4,18
BFS,35,881,0.0018740999512374401,4,4,0,True,0.35,4,19
BFS,39,385,0.0008129999041557312,2,2,0,True,0.35,4,20
BFS,75,2642,0.00545030040666461,9,9,14,True,0.35,4,21
BFS,97,2802,0.006475799949839711,14,14,39,True,0.35,4,22
BFS,87,7123,0.019367000786587596,22,22,13,True,0.35,4,23
BFS,43,2536,0.005417399108409882,10,10,1,True,0.35,4,24
BFS,93,8814,0.0183649982791394,23,23,11,True,0.35,4,25
BFS,81,3060,0.006365399342030287,14,14,15,True,0.35,4,26
BFS,74,3883,0.008245000150054693,22,22,9,True,0.35,4,27
BFS,47,3156,0.006519700400531292,11,11,0,True,0.35,4,28
BFS,47,933,0.0019238998647779226,4,4,0,True,0.35,4,29
BFS,131,5407,0.013823400251567364,30,30,68,True,0.35,6,0
BFS,404,31528,0.0731437006033957,96,96,111,False,0.35,6,1
BFS,275,17830,0.04125740029849112,62,62,75,True,0.35,6,2
BFS,285,23696,0.06604830012656748,112,112,61,True,0.35,6,3
BFS,184,10715,0.023502501659095287,68,68,40,True,0.35,6,4
BFS,124,3732,0.007783800596371293,21,21,49,True,0.35,6,5
BFS,161,7866,0.02004250045865774,49,49,30,True,0.35,6,6
BFS,270,18140,0.04288920131511986,89,89,45,True,0.35,6,7
BFS,121,5443,0.014021099545061588,35,35,54,True,0.35,6,8
BFS,177,12166,0.04018399980850518,60,60,68,True,0.35,6,9
BFS,282,21893,0.0517963997554034,82,82,67,True,0.35,6,10
BFS,268,15842,0.03974959743209183,49,49,71,True,0.35,6,11
BFS,69,2554,0.005488799186423421,15,15,5,True,0.35,6,12
BFS,322,29706,0.07820369978435338,123,123,78,True,0.35,6,13
BFS,51,1039,0.0025408000219613314,6,6,6,True,0.35,6,14
BFS,385,22711,0.06103699980303645,34,34,37,True,0.35,6,15
BFS,132,9808,0.029628098709508777,59,59,30,True,0.35,6,16
BFS,118,9421,0.027010701596736908,51,51,21,True,0.35,6,17
BFS,91,6771,0.01864159991964698,38,38,13,True,0.35,6,18
BFS,52,2615,0.006105500506237149,14,14,9,True,0.35,6,19
BFS,236,20768,0.06450030067935586,22,22,46,True,0.35,6,20
BFS,79,3104,0.009344700956717134,12,12,15,True,0.35,6,21
BFS,95,3302,0.01126060076057911,18,18,45,True,0.35,6,22
BFS,183,15155,0.03543080133385956,68,68,35,True,0.35,6,23
BFS,138,7190,0.020473999436944723,47,47,31,True,0.35,6,24
BFS,111,6519,0.019092900678515434,41,41,27,True,0.35,6,25
BFS,375,20445,0.05022659990936518,125,125,124,False,0.35,6,26
BFS,70,6160,0.014271200401708484,30,30,8,True,0.35,6,27
BFS,75,5971,0.015808300580829382,19,19,9,True,0.35,6,28
BFS,63,5999,0.01266050012782216,29,29,2,True,0.35,6,29
A*,29,101,0.0007410000544041395,0,0,0,True,0.15,0,0
A*,29,170,0.0012469000648707151,0,0,0,True,0.15,0,1
A*,29,137,0.0005646999925374985,0,0,0,True,0.15,0,2
A*,29,171,0.0006893000099807978,0,0,0,True,0.15,0,3
A*,29,133,0.0005268999375402927,0,0,0,True,0.15,0,4
A*,29,164,0.0006577998865395784,0,0,0,True,0.15,0,5
A*,29,138,0.001088300021365285,0,0,0,True,0.15,0,6
A*,29,189,0.0014353001024574041,0,0,0,True,0.15,0,7
A*,29,125,0.0005191999953240156,0,0,0,True,0.15,0,8
A*,29,176,0.000721900025382638,0,0,0,True,0.15,0,9
A*,29,175,0.0007156000938266516,0,0,0,True,0.15,0,10
A*,29,134,0.0005446998402476311,0,0,0,True,0.15,0,11
A*,29,151,0.0005997000262141228,0,0,0,True,0.15,0,12
A*,31,191,0.0008758001495152712,0,0,0,True,0.15,0,13
A*,29,164,0.0006985999643802643,0,0,0,True,0.15,0,14
A*,29,164,0.0006956998258829117,0,0,0,True,0.15,0,15
A*,29,169,0.0007366000209003687,0,0,0,True,0.15,0,16
A*,29,148,0.0006174000445753336,0,0,0,True,0.15,0,17
A*,29,142,0.0005937002133578062,0,0,0,True,0.15,0,18
A*,29,137,0.0005672001279890537,0,0,0,True,0.15,0,19
A*,29,162,0.0007044000085443258,0,0,0,True,0.15,0,20
A*,29,152,0.0006502000615000725,0,0,0,True,0.15,0,21
A*,29,193,0.0009091000538319349,0,0,0,True,0.15,0,22
A*,29,148,0.0011066000442951918,0,0,0,True,0.15,0,23
A*,29,155,0.0006135001312941313,0,0,0,True,0.15,0,24
A*,29,187,0.0007577999494969845,0,0,0,True,0.15,0,25
A*,29,143,0.0005903001874685287,0,0,0,True,0.15,0,26
A*,29,200,0.0007905000820755959,0,0,0,True,0.15,0,27
A*,29,183,0.0007744999602437019,0,0,0,True,0.15,0,28
A*,29,147,0.0005960999988019466,0,0,0,True,0.15,0,29
A*,35,537,0.004446599865332246,4,4,0,True,0.15,2,0
A*,37,833,0.0061646997928619385,5,5,4,True,0.15,2,1
A*,59,1278,0.006267900345847011,7,7,0,True,0.15,2,2
A*,29,395,0.00282299960963428,2,2,0,True,0.15,2,3
A*,40,440,0.0034601998049765825,5,5,2,True,0.15,2,4
A*,29,168,0.0013110998552292585,0,0,0,True,0.15,2,5
A*,29,194,0.0011819000355899334,0,0,0,True,0.15,2,6
A*,29,383,0.00283290003426373,1,1,0,True,0.15,2,7
A*,31,441,0.0031354997772723436,2,2,0,True,0.15,2,8
A*,69,1181,0.007027499843388796,14,14,0,True,0.15,2,9
A*,37,1404,0.00799939944408834,13,13,0,True,0.15,2,10
A*,39,373,0.002889700001105666,2,2,0,True,0.15,2,11
A*,41,511,0.003265499835833907,4,4,4,True,0.15,2,12
A*,35,317,0.0013783001340925694,2,2,2,True,0.15,2,13
A*,98,1362,0.006420399993658066,15,15,10,True,0.15,2,14
A*,32,238,0.0013953999150544405,2,2,1,True,0.15,2,15
A*,44,356,0.002243500202894211,4,4,3,True,0.15,2,16
A*,51,2675,0.01786209992133081,12,12,4,True,0.15,2,17
A*,33,422,0.003301400225609541,3,3,0,True,0.15,2,18
A*,41,1286,0.007655099732801318,6,6,8,True,0.15,2,19
A*,45,1467,0.009040300268679857,7,7,8,True,0.15,2,20
A*,30,626,0.0029716002754867077,4,4,1,True,0.15,2,21
A*,69,1427,0.006306900177150965,7,7,4,True,0.15,2,22
A*,31,238,0.0011988000478595495,1,1,0,True,0.15,2,23
A*,33,396,0.0023928999435156584,2,2,1,True,0.15,2,24
A*,29,160,0.0008020999375730753,0,0,0,True,0.15,2,25
A*,31,477,0.002065500244498253,3,3,0,True,0.15,2,26
A*,35,693,0.0029798001050949097,4,4,0,True,0.15,2,27
A*,35,967,0.006624199682846665,4,4,0,True,0.15,2,28
A*,32,551,0.004247699864208698,3,3,3,True,0.15,2,29
A*,43,464,0.0031015996355563402,4,4,0,True,0.15,4,0
A*,29,302,0.001929400023072958,1,1,0,True,0.15,4,1
A*,51,2095,0.014012299478054047,10,10,0,True,0.15,4,2
A*,31,737,0.0048601997550576925,5,5,0,True,0.15,4,3
A*,55,1253,0.0064970997627824545,14,14,5,True,0.15,4,4
A*,30,340,0.002591300057247281,3,3,1,True,0.15,4,5
A*,45,1378,0.013620799640193582,10,10,1,True,0.15,4,6
A*,38,724,0.0058911999221891165,5,5,8,True,0.15,4,7
A*,36,436,0.0029171998612582684,3,3,5,True,0.15,4,8
A*,37,405,0.002883500186726451,2,2,0,True,0.15,4,9
A*,37,1137,0.010840199887752533,11,11,0,True,0.15,4,10
A*,33,572,0.0036369003355503082,8,8,7,True,0.15,4,11
A*,42,355,0.0025176999624818563,3,3,1,True,0.15,4,12
A*,61,2239,0.008836700115352869,16,16,0,True,0.15,4,13
A*,55,1961,0.010114900069311261,13,13,8,True,0.15,4,14
A*,32,217,0.000990200089290738,1,1,1,True,0.15,4,15
A*,70,977,0.005185500020161271,14,14,4,True,0.15,4,16
A*,49,1116,0.004458499839529395,5,5,1,True,0.15,4,17
A*,39,776,0.004261399619281292,10,10,8,True,0.15,4,18
A*,44,1229,0.007767099654302001,10,10,1,True,0.15,4,19
A*,35,1199,0.008805699879303575,6,6,0,True,0.15,4,20
A*,38,810,0.005623200675472617,8,8,1,True,0.15,4,21
A*,69,2033,0.016621100017800927,17,17,10,True,0.15,4,22
A*,50,1286,0.010428000008687377,8,8,1,True,0.15,4,23
A*,37,429,0.0022712997160851955,3,3,0,True,0.15,4,24
A*,145,4415,0.02096790075302124,38,38,33,True,0.15,4,25
A*,30,479,0.002210700185969472,4,4,4,True,0.15,4,26
A*,105,3947,0.02429550001397729,32,32,18,True,0.15,4,27
A*,39,905,0.0038404001388698816,8,8,2,True,0.15,4,28
A*,64,1834,0.012024500174447894,16,16,5,True,0.15,4,29
A*,45,558,0.0036512999795377254,7,7,1,True,0.15,6,0
A*,61,687,0.004389999900013208,8,8,0,True,0.15,6,1
A*,71,3683,0.027449600165709853,24,24,11,True,0.15,6,2
A*,53,1611,0.007035300834104419,14,14,5,True,0.15,6,3
